"Geography","CancerDeaths","medIncome","popEst2015","povertyPercent","MedianAge","AvgHouseholdSize","PercentMarried","PctUnemployed16_Over","BirthRate"
"Black Hawk County, Iowa",170.9,51331,133455,14.5,34.7,2.42,46,6.6,5.535521096
"Covington County, Mississippi",205.1,31835,19543,26.5,37.6,2.76,44.7,13.7,6.243007384
"Clarke County, Georgia",161.9,31487,123912,37.8,26.5,2.55,29.9,9.2,3.333416627
"Manitowoc County, Wisconsin",165.9,48430,79806,10.8,44.2,2.34,55.7,5.7,5.10901206
"Sierra County, New Mexico",190.3,29036,11282,23.8,55.6,2.25,47.9,6.8,8.198614319
"McDonald County, Missouri",201.2,34863,22643,22.2,37,2.71,52.9,8.7,7.439480417
"Mason County, Texas",187.2,42820,4032,14.8,50.5,2.37,55.7,6.8,3.900156006
"St. James Parish, Louisiana",201.2,47477,21567,16.1,38.8,2.69,46.7,11,4.363776791
"Allen County, Indiana",170.7,48651,368450,15.2,35.6,2.55,49.5,8,6.597186511
"Marquette County, Michigan",168.7,44735,67215,15.4,39.1,2.38,46.4,8.1,3.31536726
"Indiana County, Pennsylvania",151.6,42611,86966,17,38.9,2.41,48.4,7.8,4.149417541
"Marin County, California",135.2,94549,261221,8.8,45.4,2.41,51.8,5.7,5.448237059
"Pike County, Pennsylvania",157.4,58375,55949,10.6,46,2.66,55,11.6,5.499704317
"Towner County, North Dakota",169.4,51961,2272,10.9,48.5,2.25,65.9,2.9,16.4556962
"Beaver County, Pennsylvania",180.2,51041,168871,11.7,44.8,2.38,51,6.8,4.491424455
"Ontonagon County, Michigan",171.1,35387,6007,17.8,55.6,2.01,57,13.7,3.276955603
"Lowndes County, Mississippi",185,39937,59710,23.6,36.3,2.5,45.7,12.6,6.778509815
"Hancock County, Georgia",160.6,26309,8551,35.3,43.9,2.49,30.2,14.6,3.166561115
"Cheshire County, New Hampshire",162.8,56008,75909,11.8,42,2.34,48.4,6.1,4.687933426
"Sussex County, Delaware",168.7,53316,215622,13.9,47,2.52,51.1,8,5.256787135
"Cass County, Illinois",195.3,46289,12847,13.2,39.2,2.51,51.1,8.5,4.770134808
"Garfield County, Utah",105.4,45666,5009,12.2,39.6,2.75,59.9,8.6,3.098290598
"Somervell County, Texas",168.2,51733,8739,12.1,40.6,2.45,58.9,2.1,9.165808445
"Nantucket County, Massachusetts",146.9,82596,10925,7.1,39.5,2.62,49.2,3,4.179364388
"Adams County, Colorado",162.4,59316,491337,12.9,33,2.98,49.7,7.9,6.288469602
"Cross County, Arkansas",230.9,38597,17284,22.3,40.1,2.49,53,8.6,3.788634098
"Blaine County, Montana",170.1,35740,6577,25.2,34.5,2.87,46.6,13.4,8.100358423
"Jackson County, Arkansas",233,32427,17338,25.1,41,2.25,41.5,7.9,5.670985089
"Irion County, Texas",142.5,63054,1554,8.6,44.9,2.5,67,4.4,5.459770115
"Fairfield County, South Carolina",201.9,35490,22747,23.1,44.1,2.52,45,12.8,2.009646302
"Robertson County, Kentucky",274,37281,2138,23,46.7,2.31,53,6.7,1.204819277
"Childress County, Texas",192.3,39025,7088,22,34.6,2.44,49.2,5.2,12.14642263
"Crawford County, Wisconsin",176.4,43562,16391,14.7,45.9,2.38,52.3,6.5,5.300353357
"Greenville County, South Carolina",175.4,49659,491863,14.7,37.7,2.58,50.5,7.6,5.183355631
"Issaquena County, Mississippi",257.8,37096,1337,39.5,44.3,2.33,33.6,11.6,5.23255814
"Wyoming County, West Virginia",235.4,34419,22151,22.8,42.8,2.48,55.7,10.1,6.018614271
"Stanley County, South Dakota",159.7,67172,2954,8.8,40.1,2.34,60.1,1.4,10.5345912
"Florence County, South Carolina",195.5,42232,138900,19.5,38.2,2.61,46.1,12.1,5.663639027
"Perry County, Illinois",174.6,42032,21543,16.7,40.8,2.46,45.6,8,3.072371416
"Edgefield County, South Carolina",157.8,44129,26514,17.5,42.1,2.6,45.6,8.9,3.616566206
"Martin County, Texas",153.2,61896,5641,12.5,31.9,3.18,50.7,3.5,2.11038961
"Bonneville County, Idaho",137.4,51440,110089,15.5,32.4,2.9,56.8,5.6,7.807625299
"Mayes County, Oklahoma",202.5,41806,40887,17.6,39.3,2.56,55.4,7,5.739464467
"El Dorado County, California",151.5,70235,184452,11.4,44.9,2.69,55.8,11.1,4.76817356
"Chenango County, New York",180.3,46387,48844,16.7,43.8,0.0249,50.2,7.1,5.052412881
"Cherokee County, Oklahoma",207.3,38027,48447,20.6,34.8,2.81,46,7.9,5.833404093
"Rich County, Utah",166.4,56772,2311,10.3,34.7,3.57,62.4,6.2,7.99086758
"Glynn County, Georgia",168.9,46737,83579,19.3,40.5,2.49,48.9,9.3,5.647184414
"Forrest County, Mississippi",209.2,36808,75944,26.4,31.9,2.58,38.9,13.1,4.81629545
"Jay County, Indiana",202.5,38663,21121,19.9,39.5,2.58,53.6,8.2,6.336972811
"Pulaski County, Arkansas",182.7,45698,392664,16.1,36.4,2.49,43.5,7.5,5.116648446
"Pitkin County, Colorado",59.7,73274,17787,7,43.4,2.28,38,7.7,5.170657157
"Marshall County, Tennessee",216.9,42839,31552,15.5,39.4,2.57,53.2,8.4,3.440273038
"DeKalb County, Indiana",185.8,51911,42589,10.1,38.6,2.58,52.6,7.5,3.309741882
"Osage County, Oklahoma",173.6,48014,47887,16.6,41.9,2.55,54.2,7.1,4.078719282
"Bibb County, Georgia",199.3,36014,153721,28.2,35.6,2.59,37.7,12.4,5.466863951
"Franklin County, Iowa",165.3,51045,10295,12.1,42.8,2.42,57.6,4.2,2.411347518
"Transylvania County, North Carolina",137,44490,33211,16.2,50.1,2.31,57.1,6.9,4.726613966
"Faulk County, South Dakota",146.6,46633,2337,13.2,46.9,2.16,52.4,0.7,15.65656566
"Carson County, Texas",136.9,58425,5969,8.6,40.7,2.62,58,1.7,6.235912847
"Franklin County, Maine",167.5,41035,29991,15.8,44.9,0.0248,51.3,7.7,3.482221569
"St. Clair County, Alabama",183,50571,87074,14.3,39.8,2.62,55.6,8.4,4.899005125
"Sanborn County, South Dakota",143,46281,2355,14.7,46.8,2.09,61.8,3.4,5
"Lac qui Parle County, Minnesota",145.6,48245,6856,10.4,49.8,2.24,61.2,3.7,6.786941581
"Jasper County, Texas",188.9,41017,35506,17.7,40.6,2.83,50.4,11.4,3.4164859
"Pima County, Arizona",155.5,45871,1010025,18.7,38,2.49,44.9,10,5.501557741
"Mariposa County, California",147.6,47781,17531,16.2,50.6,2.29,58.2,11.6,9.589041096
"Clark County, Indiana",189.8,52050,115371,10.6,38.7,2.59,48.1,6.8,5.662131013
"Sullivan County, New York",178.8,48908,74877,16.3,42.2,2.54,45.5,11.5,5.516819572
"Whitley County, Kentucky",240.1,31086,36129,29.8,37.1,2.6,48.4,10.2,7.104526365
"Bee County, Texas",151.6,40680,32874,24.9,35.3,2.85,39.9,7,8.618283322
"St. Croix County, Wisconsin",163.8,75920,87513,4.9,37.6,2.63,59.5,4.6,6.401613935
"East Carroll Parish, Louisiana",250.7,25402,7307,43,33.3,2.26,28.1,19.2,4.305555556
"Lake County, Michigan",213.1,30990,11424,29.2,51.5,2.53,46.6,13.2,4.422110553
"Charlton County, Georgia",170.6,34312,12965,29.5,40.7,3.32,45.9,13.8,3.861652116
"Fulton County, Ohio",181.2,54666,42537,10.5,39.8,2.59,59.8,6.7,6.632331301
"Bates County, Missouri",211.1,41462,16446,18.4,41.9,2.44,54.4,6.6,4.212348529
"Hand County, South Dakota",130.6,51201,3348,10,48.8,2.19,58.9,1.7,3.64298725
"Taney County, Missouri",173.6,35731,54592,18.7,41.5,2.43,50.7,9,5.505782701
"Morton County, Kansas",165.4,55378,3007,11.1,41.6,2.53,54.2,5.8,3.29153605
"Rensselaer County, New York",188.4,59925,160266,13,39.8,2.43,45.9,7.6,4.18906927
"Lake County, Ohio",182.5,58697,229245,8.9,43.2,2.39,52.2,6,4.694264339
"Vernon County, Wisconsin",168,46943,30506,18,42.3,2.54,58.6,4,7.467204844
"Harrison County, West Virginia",206.7,42121,68714,13.9,42,2.48,52.4,7.4,5.060383303
"Butler County, Ohio",189,58558,376353,14.4,36.4,2.68,50.5,7.2,5.479735318
"Morrison County, Minnesota",169.5,50685,32775,11.8,41.2,2.43,57.5,5.8,5.734925549
"Chester County, Pennsylvania",159.1,85613,515939,7.3,40.1,2.66,55.9,5.9,4.919274098
"Danville city, Virginia",207.4,33646,42082,23.6,41.8,2.2,38.7,12.7,3.236583838
"Sutter County, California",155.1,51827,96463,15.2,35.4,2.95,53,13.2,6.71564894
"Muscogee County, Georgia",190,41783,200579,21.9,33.5,2.61,39.5,11,6.992367626
"Clay County, Georgia",153.9,27512,3141,37.3,40.3,2.57,38.4,19.2,14.87889273
"Middlesex County, New Jersey",156.7,77330,840900,8.3,37.7,2.85,51.6,7.5,5.074989438
"Lane County, Oregon",169.1,44976,362895,18.4,39.3,2.39,45.5,9.9,4.213583027
"Rockingham County, North Carolina",194.3,39606,91758,19.4,43.6,2.42,49.1,10.5,5.072603135
"Saline County, Missouri",205.8,41112,23258,16.3,38.2,2.48,47.8,5.5,6.003068661
"Deuel County, South Dakota",113.9,51246,4333,10.1,44.6,2.25,64.9,3.1,6.575682382
"Chittenden County, Vermont",159,61908,161382,11,36.3,2.36,46,5,4.180500351
"York County, Maine",173.7,55482,201169,11.2,44.1,2.4,52.6,5.9,5.050755137
"Hartford County, Connecticut",157.5,65809,895841,12.2,40.1,2.51,46.8,9.3,5.248472648
"Jack County, Texas",166.4,52030,8878,14.9,40.5,2.55,56.9,5.6,6.95970696
"Waushara County, Wisconsin",181.1,46835,24033,13.9,47.9,2.39,56,7.2,4.379909545
"Lincoln County, Missouri",191.5,53804,54696,15.7,36.5,2.87,53.7,9.5,5.393137406
"Clinton County, Indiana",193.9,49945,32609,12.6,38.4,2.76,52.6,7.3,5.349679576
"Poweshiek County, Iowa",154.2,52791,18550,12.1,40.9,2.31,49.8,4.8,4.270952928
"Olmsted County, Minnesota",142.2,69430,151436,9.8,36.7,2.52,55.2,4.1,5.82767149
"Franklin County, Vermont",187.8,59184,48799,9.1,39.9,2.57,53.4,4.9,4.602473498
"Wayne County, Michigan",197.9,41434,1759335,24.1,37.8,2.63,38.1,14.9,5.676241281
"Jefferson County, Wisconsin",164,56365,84559,10.6,39.1,2.49,53.8,5.5,4.73206677
"Toombs County, Georgia",201.3,34008,27241,24.5,34.9,2.5,52.1,9.6,4.553734062
"Winona County, Minnesota",166.8,49365,50885,15.8,33.9,2.46,45.1,6.2,4.802427113
"Dauphin County, Pennsylvania",169.1,52967,272983,13.4,39.6,2.41,47.3,7.1,5.830835519
"Cheyenne County, Nebraska",122.2,55964,10167,9,39.9,2.27,55.1,1.6,11.69354839
"Gladwin County, Michigan",196.5,39721,25164,18.5,48.9,2.3,57.2,11,6.390328152
"Wallowa County, Oregon",150.3,39743,6856,15.8,52.2,2.18,57.3,9.5,4.545454545
"Yadkin County, North Carolina",179.7,40801,37585,17.2,42.9,2.45,53.1,8.3,6.549178376
"Sabine Parish, Louisiana",202.5,39561,24186,21.2,41.5,2.6,51.8,10.6,6.366608963
"Lee County, Georgia",192.8,64533,29202,11.8,36.7,2.76,56.4,7.2,5.414364641
"Cecil County, Maryland",195.5,62198,102382,10.6,40.1,0.0273,52.5,7.5,4.297102051
"Brown County, Nebraska",156,42348,2946,12.8,47.6,2,64,0.7,0.363636364
"Salem County, New Jersey",194.8,56645,64180,13.1,41.8,2.61,48.7,10.6,5.98109071
"Choctaw County, Alabama",137.6,35049,13170,25,44.9,2.37,48.3,13.6,4.317548747
"Robertson County, Tennessee",187.2,52640,68570,13.4,38.6,2.7,57,8.4,5.976467659
"Jefferson County, Ohio",194.7,40148,67347,20,44.3,2.35,48.9,8.8,4.806907805
"Franklin County, Georgia",198.3,38055,22311,24.4,40.9,2.54,52.6,8.4,6.796906797
"Tallapoosa County, Alabama",200.5,36779,40844,21.3,42.8,2.48,50.2,9,5.462418119
"Stone County, Mississippi",214.2,41136,18070,19.5,36.8,3,49.3,9.7,6.422857143
"Charlotte County, Florida",149.8,43242,173115,11.9,57.3,2.26,55.8,10.8,4.954881717
"Craig County, Virginia",169.4,46551,5211,12.4,47.1,2.35,57.3,4.1,6.776556777
"Bedford County, Tennessee",184.4,42252,47183,19.1,36.6,2.72,54.2,7.7,4.9190879
"Menominee County, Michigan",185,42191,23548,14.5,47.5,2.19,52.9,8.5,5.558035714
"North Slope Borough, Alaska",256.9,75682,9687,11.5,33.9,3.28,46.7,9.3,10.6333527
"Grant County, West Virginia",128,41039,11766,17,45.6,0.028,50.5,6.7,3.528435035
"Lebanon County, Pennsylvania",172.8,53861,137067,10.9,41.1,2.54,52.4,6.9,5.989257845
"Somerset County, Pennsylvania",159.4,45706,75522,13.5,45.3,2.42,54,6.9,5.627676205
"Etowah County, Alabama",201,39904,103057,19,40.8,2.56,50.1,9,4.287972051
"Troup County, Georgia",186,41141,69763,19.5,36.1,2.73,43.1,11.9,6.920828113
"Santa Fe County, New Mexico",126.1,52628,148686,14.2,44.4,2.35,47.6,7.9,4.017424976
"Goochland County, Virginia",153.4,86610,22253,7.5,47.2,2.5,62.8,5,2.75862069
"Wayne County, Indiana",202.8,40929,67001,17.8,40.9,2.4,48.2,9,6.374925294
"Elk County, Pennsylvania",189.9,46965,30872,10.5,46.4,2.34,53.2,5.2,4.291640077
"Candler County, Georgia",174.8,31829,10886,29.1,37.1,2.75,44.9,8.1,3.962338172
"Ford County, Illinois",188.3,50877,13736,12.1,42.7,2.39,53.9,8.6,5.186500888
"Multnomah County, Oregon",177.1,53519,790294,18.6,36.5,2.41,42.3,8.8,4.640520349
"Dickinson County, Michigan",172.2,45174,25788,14.4,46.4,2.31,54,7,6.088280061
"Faribault County, Minnesota",158.9,48163,14050,13.5,46.7,2.18,57.4,4.2,3.50678733
"Clay County, Nebraska",148.9,55758,6309,11.3,43.2,0.024,61.2,2.8,8.012820513
"Martin County, Florida",146.5,55472,156283,12.1,50.7,2.39,51.1,9.7,5.354923743
"Palm Beach County, Florida",144.3,52225,1422789,14.9,44.1,2.54,46.9,9.5,5.134424767
"Linn County, Kansas",219.4,44520,9536,14.8,43.7,2.26,61.7,8.3,7.603801901
"Calloway County, Kentucky",195.3,37705,38343,20.2,33.7,2.35,43.8,9.1,3.144290123
"Iredell County, North Carolina",181,54026,169866,12.7,39.9,2.69,53.7,9.8,4.754928419
"Saline County, Kansas",175.6,48460,55691,13,37.7,2.42,48.9,5,6.843609637
"Minidoka County, Idaho",163.5,46332,20461,16.8,35.5,2.83,60.3,4.8,5.314458111
"Moffat County, Colorado",164.1,56193,12937,11.2,37.1,2.6,53.1,5.9,6.831648658
"Wetzel County, West Virginia",202.6,40013,15816,18.5,46,2.46,51.4,8.1,6.161137441
"Cleveland County, Arkansas",163.4,43201,8311,16.6,42.4,2.53,58.2,9.7,3.533190578
"Cleveland County, North Carolina",194.3,39444,96879,21.1,41.4,2.55,48.6,12.6,4.050285512
"Jackson County, South Dakota",148.3,31922,3321,33.9,30.5,3.05,47.1,17.4,12.14574899
"Winnebago County, Iowa",163.3,50703,10609,10.4,43.2,2.2,59.9,6.2,10.56949807
"Henrico County, Virginia",169.1,62446,325155,11,37.9,2.54,46.9,6.7,5.200247219
"Lincoln County, Oklahoma",198.3,46083,35042,14.9,40.7,2.58,56.8,7.1,5.677852349
"Waynesboro city, Virginia",210.5,44843,21491,14.6,38.5,2.32,47.9,4.9,7.446377985
"Red River County, Texas",201.1,34340,12455,20.1,44.6,2.38,49.6,7.2,1.546003017
"Pickens County, Georgia",176.4,51047,30309,12.3,44.7,2.61,62.8,8.3,5.382482466
"York County, South Carolina",185.8,54196,251195,14.6,37.9,2.61,53.6,8.9,5.197966517
"Lackawanna County, Pennsylvania",178.3,45098,211917,15.4,42.3,2.41,45.8,6.9,3.545136747
"Johnson County, Georgia",167.8,29818,9656,30.4,39.6,2.8,42,9,2.640934485
"Perry County, Kentucky",280.8,31265,27565,27.5,41.4,2.47,53.6,13.9,4.955913652
"Beauregard Parish, Louisiana",198.3,43918,36462,18.9,37.5,2.69,55,5.7,3.558718861
"Vigo County, Indiana",201.2,41260,107896,20.2,36,2.45,42.6,8.9,4.964180034
"Jefferson County, Texas",187.7,41147,254308,21.2,35.9,2.53,43.6,8.8,5.814864465
"Rice County, Minnesota",168.4,60317,65400,13,36.4,2.5,49.2,5.6,4.613270514
"Monroe County, Alabama",187,34733,21673,25.3,41.1,2.62,45.8,20.7,6.012145749
"Mahnomen County, Minnesota",215.7,39926,5457,19.6,36.3,2.71,46.3,9.2,8.348623853
"Park County, Wyoming",152,55354,29228,10.8,43.6,2.38,56.3,3.8,5.701401192
"Jackson County, Minnesota",130.4,53700,10079,9.8,43.4,2.32,59.4,3.2,7.996051333
"Montour County, Pennsylvania",152.6,54547,18557,11.2,42.9,0.0241,49.9,6.6,3.59080341
"Midland County, Texas",148.3,74811,161077,9.9,32.1,2.83,53,3.4,7.101472818
"Worcester County, Massachusetts",171.5,65217,818963,11.5,39.8,2.6,48.3,7.8,4.642829838
"Hutchinson County, South Dakota",130.4,48879,7301,13.2,45.6,2.23,57.3,3,7.142857143
"Alcorn County, Mississippi",187.8,35180,37388,21.8,39.9,2.49,50.8,9,4.523580366
"Jefferson County, Oregon",163.9,42753,22666,21.2,39.9,2.76,47.9,14.4,6.839517211
"Baraga County, Michigan",182.5,41624,8575,15.8,43.6,2.14,41.1,8.1,4.516129032
"San Saba County, Texas",153.9,38000,5901,20.3,42.1,2.45,50.1,4.9,6.763787721
"Levy County, Florida",232,37433,39832,21.2,46.6,0.0253,48.5,11.1,6.101525381
"Greenup County, Kentucky",211.9,42452,36068,16.4,42.9,2.54,56.3,10.1,4.286441109
"Liberty County, Montana",126.9,37911,2408,19.1,44.8,2.52,56.5,4.5,5.027932961
"Androscoggin County, Maine",188,46701,107233,15.4,40.6,2.34,49,7.2,5.235413921
"Fulton County, Kentucky",240.2,30671,6238,31.2,42.8,2.33,47.1,12,5.13618677
"Sevier County, Utah",154.2,48622,20984,12.1,34.1,2.9,59.6,5.9,9.947524527
"Adams County, Indiana",159.3,50172,34980,15.4,33.8,2.8,58.4,6.2,9.544766882
"Comanche County, Texas",197.7,38280,13430,19.7,43.6,2.62,55.8,4.5,9.379671151
"Bladen County, North Carolina",161.4,33521,34318,25.6,42.6,2.37,45.9,12.1,6.97029703
"Decatur County, Indiana",186.7,50258,26521,13.1,39.5,2.57,54,6.3,4.353189989
"Atoka County, Oklahoma",151.7,35910,13793,21.8,40.7,2.37,52.4,8.7,5.756929638
"Wayne County, West Virginia",183.8,37242,40971,20,42.5,2.47,48.9,9.9,4.112005292
"Butler County, Pennsylvania",169.7,60851,186818,8.9,42.7,2.42,55.6,5.9,4.004308281
"Wayne County, Nebraska",142.1,53290,9367,13.6,30.1,2.33,53.9,3,5.981533521
"Warren County, New York",177.9,54585,64688,13.3,45.2,2.4,48.4,6.6,3.57092349
"Coos County, Oregon",200.3,39956,63121,19.8,48.1,2.38,49.8,11.7,5.226215645
"Cass County, Missouri",182.5,60970,101603,10.5,39.2,2.63,58.6,6.7,4.56119093
"Nolan County, Texas",187.7,38742,15107,17.9,37.9,2.62,49.7,7.7,7.608695652
"Campbell County, Wyoming",215.9,79358,49220,7.1,32.7,2.71,56.6,4,5.19665272
"Bradley County, Tennessee",184.2,43065,104091,17.5,39.4,2.58,51.7,11.2,7.159837221
"Apache County, Arizona",142.1,32366,71474,33.1,33.4,3.67,34.8,18.2,6.518302323
"Jones County, North Carolina",205.2,38928,10013,22.2,45.2,2.43,51.6,11.6,5.365126677
"Pulaski County, Indiana",183.2,43770,12889,14.2,41.3,2.48,55,7,1.880766501
"Fentress County, Tennessee",230.9,30299,17917,28.1,44.2,2.43,53,10.4,5.124835742
"Kings County, New York",153.8,47547,2636735,23.4,34.4,2.74,40.1,10,5.227447022
"Ramsey County, North Dakota",164.9,51097,11630,12.3,42.5,2.2,48.5,1.2,2.600671141
"Beltrami County, Minnesota",162.6,43706,45672,18.5,33.3,2.59,44.2,10.6,6.561704535
"Hernando County, Florida",178.1,40094,178439,15.3,48.7,2.45,52.4,13.7,5.381697487
"Lincoln County, Colorado",147.4,41248,5557,18.3,37.8,2.24,41,6.3,5.208333333
"Barnstable County, Massachusetts",163,64150,214333,8.9,51.3,2.24,53.2,7,3.521180903
"Adams County, Washington",135.7,47423,19254,19,28.9,3.24,56.9,9.6,9.861143799
"Izard County, Arkansas",184.1,32744,13445,22,48.1,2.28,56.7,10,4.812157028
"Putnam County, New York",157.1,94334,99042,6.3,42.8,2.84,57.4,6.8,4.066933111
"Webster County, Mississippi",214.5,34073,9899,22.1,41.1,2.45,52.8,11.2,6.736458807
"Polk County, Nebraska",187.7,58162,5202,8,45.4,2.37,61.8,1.9,7.071713147
"Pawnee County, Oklahoma",213.8,43476,16436,15.4,41.4,2.6,55.7,6.3,5.987850738
"Ben Hill County, Georgia",218.3,31081,17403,28.5,38.6,2.68,42.6,9.7,7.459677419
"Shackelford County, Texas",182,55130,3350,13.1,43,2.42,61.3,3.8,5.483405483
"Brookings County, South Dakota",162.6,52930,33897,14.1,26.4,2.38,42.2,3.1,4.882440161
"Macon County, Missouri",141.8,35345,15335,17,42.9,2.43,53,8.7,5.775470474
"Greeley County, Kansas",156.9,52795,1330,10.8,49.4,2.46,66.6,2.1,5.687203791
"Platte County, Wyoming",141.5,49713,8812,13,47.9,2.3,55,2.4,9.708737864
"Door County, Wisconsin",158.7,49717,27554,11,51.7,2.11,62.6,6.2,4.481380181
"Wayne County, North Carolina",191.3,36890,124132,23.3,36.7,2.56,45.5,12.4,5.691592675
"Lane County, Kansas",148.6,53739,1670,10.9,535.2,2.07,55.9,2.4,10.02949853
"Allen Parish, Louisiana",201.6,36852,25683,22.5,38.5,2.66,41.6,8.9,5.988023952
"Union County, Florida",362.8,40207,15234,24.3,40.3,2.58,36.4,11.7,3.739774055
"Mesa County, Colorado",153.9,50106,148513,15.4,38.4,2.43,51.7,8.7,7.265243902
"Tooele County, Utah",146.7,64193,62952,8.1,30.7,3.25,59.4,7.1,6.916426513
"Lynchburg city, Virginia",194.5,40065,79812,25,28.7,2.37,35.6,8,5.96087761
"Minnehaha County, South Dakota",184.3,55107,185197,11.5,34.8,2.48,49.5,4.4,6.112105642
"Washita County, Oklahoma",186.9,47391,11661,13.9,38.8,2.46,60.5,3.5,5.586592179
"Merrick County, Nebraska",163.6,50893,7787,10.4,43.8,2.28,60.9,5.2,4.215304799
"Roanoke County, Virginia",155.9,61935,94409,8.2,43.5,2.4,55.7,5.1,5.404491669
"Bear Lake County, Idaho",143.2,45504,5922,13.4,39.5,2.51,64.5,3.3,9.638554217
"Ohio County, West Virginia",184.4,40195,43066,18.4,43.3,2.24,45.2,5.5,3.257226644
"Schuyler County, Missouri",208.7,34644,4436,18.2,41.3,2.52,57.8,7.4,7.524536532
"Kanawha County, West Virginia",205.4,43936,188332,16.8,42.8,2.28,47.9,7,4.091266719
"Lenawee County, Michigan",177.6,48194,98573,14.5,40.9,2.46,50,8.6,4.630064868
"Newaygo County, Michigan",197,41588,47948,21,42.4,2.58,55.8,10.1,5.713998795
"Uinta County, Wyoming",132.8,56800,20822,10,34.6,2.76,56.5,4.4,6.918371652
"Canadian County, Oklahoma",169.8,68421,133378,7.7,35.7,2.88,55.1,4.5,5.36432284
"Taylor County, Iowa",181.3,46501,6205,13.1,43.7,2.23,62.3,4.4,5.024311183
"Monroe County, West Virginia",190.7,36351,13506,19.3,46.6,2.3,56.8,7.3,6.07651913
"Conejos County, Colorado",138.1,33998,8130,22.9,38.4,2.78,56.3,9.7,7.34055355
"Ness County, Kansas",128.7,51923,3005,10,49.2,2.18,62.5,2.7,9.725158562
"Antrim County, Michigan",167.7,45743,23154,13,49.5,2.38,60.1,9.7,3.888098625
"Fayette County, Georgia",140.8,79069,110714,6.9,43.3,2.8,60,7.6,3.49249879
"Baltimore County, Maryland",171,67766,831128,9.8,39.1,2.56,46.2,6.9,5.073719664
"Pacific County, Washington",183.6,40189,20848,17.8,51.7,2.24,52.7,8.9,5.889178996
"Maui County, Hawaii",139.9,64916,164637,13.1,40,2.96,50.2,6.9,6.34729556
"Flagler County, Florida",174.6,51556,105392,11.6,49.6,0.0271,54.2,9.3,4.063558218
"Jackson County, Michigan",193.8,46670,159494,15.4,40.5,2.48,48,10.3,5.040777373
"Logan County, Ohio",205.6,50753,45386,17,40.7,2.42,54.2,7.6,6.601566473
"Harrison County, Texas",176.3,48461,66746,17.1,37.5,2.76,53.3,7.7,5.790913336
"Lincoln County, Kansas",164.5,44896,3105,12.7,46.2,2.31,56.3,6.5,7.180385289
"St. Joseph County, Indiana",180.3,46388,268441,17.2,36.5,2.5,46.6,8.5,5.453791069
"McDowell County, West Virginia",234.8,24707,19835,34.9,44.1,2.39,46,13.3,3.860072376
"Towns County, Georgia",193.1,39453,11182,18.1,52.4,2.34,55,10,7.575757576
"Greene County, North Carolina",183.2,37263,21134,28.3,39,2.66,40.8,11.9,8.353221957
"McMinn County, Tennessee",195.9,39528,52639,17.4,42.7,2.58,52.1,9.3,4.451140766
"Gregory County, South Dakota",169.4,36836,4201,18.3,47.5,2.12,57.3,2.1,10.70422535
"Pueblo County, Colorado",160,41382,163591,19,38.8,2.49,46.7,10.8,5.466762526
"Lyman County, South Dakota",136.6,40639,3876,24.9,35.5,2.74,46.9,7.4,5.548037889
"Craig County, Oklahoma",205.3,36953,14818,19.2,42.3,2.52,49,6.4,6.007301693
"Perry County, Indiana",208.1,44623,19347,15.5,41.4,2.42,53.9,5.6,5.856832972
"Worth County, Missouri",171,38802,2057,15.5,47.8,2.25,59.5,4.3,3.291139241
"Baker County, Florida",206.1,47121,27420,19.6,36.6,3,47.9,8.9,5.915444937
"Eagle County, Colorado",80.8,76661,53605,7.8,35.6,2.94,51.4,4.4,4.860486049
"Ohio County, Kentucky",222.1,38261,24216,19.7,40.2,2.7,57.2,9.6,7.169811321
"Claiborne County, Tennessee",218.3,33640,31709,24,41.8,2.4,52.3,8.2,3.502840141
"Socorro County, New Mexico",167.8,32285,17256,31,36.8,3.43,28.5,7.3,2.688172043
"Haines Borough, Alaska",126.3,67260,2534,9.8,45.5,2.12,55.3,3,5.37428023
"Madison County, Montana",129.5,41539,7915,12.6,52.1,2.23,55.3,4.8,3.238866397
"Price County, Wisconsin",170.1,42659,13645,13,50.5,2.03,60.4,4.6,6.227254347
"Brown County, South Dakota",154.6,53150,38785,11.8,38.1,2.29,54,2.5,4.909236214
"Wood County, West Virginia",185.5,41932,86452,17.2,42.5,2.37,51.1,8.6,6.23870268
"Chambers County, Alabama",208.5,34116,34123,21.3,43,2.44,43.9,8.9,4.40907905
"Chicot County, Arkansas",229,29541,11027,32.1,43.4,2.36,44.9,11.5,9.349593496
"Polk County, Minnesota",184.4,50175,31533,12.7,38.9,2.37,52.8,4.6,7.867590454
"St. Joseph County, Michigan",178.9,43687,61018,18.5,39.2,2.59,54,8.6,7.077326343
"Montgomery County, North Carolina",153.3,38530,27548,21.1,41.1,2.52,48.8,10.5,5.65466173
"Huron County, Ohio",206.3,47824,58469,13.4,38.8,2.58,53.1,7.2,4.663965135
"Shelby County, Tennessee",202.7,44015,938069,23,34.9,2.65,38.7,10.3,6.405574323
"Wright County, Minnesota",165.2,76489,131311,6,35.6,2.82,60.5,5.2,6.296560212
"Montgomery County, Iowa",148.3,42046,10234,19.3,45.1,2.22,55.6,9.6,6.811862836
"Clay County, Arkansas",228.7,33826,15109,19.9,43.8,2.31,52.3,9.5,8.81166615
"Kit Carson County, Colorado",161,46394,7758,14.9,38.9,2.35,54.8,5.9,13.23328786
"Terrebonne Parish, Louisiana",213.2,49044,113972,20.9,35.2,2.78,47.7,5.5,5.230870955
